gene_a,gene_b,combined_score
IFNG,KLRC1,786
IFNG,RETNLB,747
IFNG,IL23A,730
IFNG,LCK,749
IFNG,GBP5,743
IFNG,ICOS,894
IFNG,STAT2,785
IFNG,JAK1,993
IFNG,LAG3,877
IFNG,KLRG1,796
IFNG,FCGR3B,926
IFNG,TIGIT,767
IFNG,LGALS3,844
IFNG,CD1D,884
IFNG,SOCS1,917
IFNG,IL7R,926
IFNG,CCL20,820
IFNG,IL5RA,766
IFNG,IL2RA,967
IFNG,KIR3DL1,749
IFNG,FASLG,933
IFNG,TNFRSF4,733
IFNG,GZMB,956
IFNG,PPBP,755
IFNG,IL12RB2,949
IFNG,IRF8,859
IFNG,GZMA,841
IFNG,IDO1,930
IFNG,BCL2,795
IFNG,CXCR3,914
IFNG,TNFSF13B,765
IFNG,TNFRSF9,801
IFNG,IL2,990
IFNG,ACTB,795
IFNG,IL11RA,716
IFNG,CASP3,825
IFNG,KLRC2,722
IFNG,CCL7,724
IFNG,IRF9,750
IFNG,CD69,912
IFNG,CTLA4,951
IFNG,CXCR6,712
IFNG,JAK2,998
IFNG,STAT1,986
IFNG,SH2D1A,799
IFNG,MX1,792
IFNG,CD3E,742
IFNG,KLRB1,826
IFNG,PDCD1,915
IFNG,TNFRSF13B,734
IFNG,CXCL5,803
IFNG,TNF,991
IFNG,IL1B,998
IFNG,CD40LG,919
IFNG,STAT3,907
IFNG,APOE,838
IFNG,CD27,860
IFNG,SPP1,752
IFNG,CCL22,765
IFNG,EOMES,786
IFNG,CXCL10,959
IFNG,HLA-DRB1,830
IFNG,JUN,711
IFNG,LCN2,725
IFNG,CXCL2,823
IFNG,EGF,781
IFNG,CXCL9,948
IFNG,NCR3,816
IFNG,IL6,983
IFNG,ZAP70,752
IFNG,SLAMF1,775
IFNG,CD83,740
IFNG,KLRD1,870
IFNG,CXCL11,835
IFNG,PDGFRB,797
IFNG,CCL4,942
IFNG,XCL1,735
IFNG,SOCS3,886
IFNG,IL1R2,776
IFNG,EPOR,738
IFNG,TBX21,964
IFNG,GATA3,890
IFNG,CCL3,947
IFNG,CCL2,938
IFNG,IL2RB,934
IFNG,LTA,861
ACRBP,TREML1,775
ACRBP,GP9,772
ACRBP,TUBB1,784
CHPT1,LPIN2,928
CHPT1,DGKQ,701
CHPT1,PLA2G12A,759
CHPT1,PAFAH2,913
CHPT1,PLA2G7,929
C12orf57,PLAC8,769
KLRB1,CD19,747
KLRB1,PRF1,769
KLRB1,CD2,918
KLRB1,CD247,907
KLRB1,KLRC3,727
KLRB1,CD8A,891
KLRB1,NCR1,812
KLRB1,GNLY,730
KLRB1,NKG7,730
KLRB1,IFNG,826
KLRB1,FCGR3A,831
KLRB1,IL18R1,708
KLRB1,GZMB,787
KLRB1,GZMK,931
KLRB1,TIGIT,753
KLRB1,FCGR3B,813
KLRB1,GZMH,712
KLRB1,CD1D,852
KLRB1,IL7R,861
KLRB1,CD69,938
KLRB1,CXCR6,729
KLRB1,ZBTB16,701
KLRB1,TRAT1,705
KLRB1,GZMA,944
KLRB1,KLRC2,879
KLRB1,TBX21,701
KLRB1,CLEC1B,759
KLRB1,CD27,712
KLRB1,NCR3,719
KLRB1,KLRD1,791
ASF1A,TLK1,981
ASF1A,TONSL,892
ASF1A,MCM6,900
ASF1A,ATRX,701
ASF1A,ASF1B,871
ASF1A,SRSF1,897
ASF1A,RBBP7,935
BYSL,EXOSC5,828
BYSL,CMSS1,746
BYSL,DIMT1,999
BYSL,RPS6,999
BYSL,CD74,837
BYSL,PNO1,999
BYSL,RPS4X,983
BYSL,DDX55,727
BYSL,SURF6,908
BYSL,RPS18,992
BYSL,NGDN,998
BYSL,MCC,931
BYSL,IMP3,997
BYSL,NOP58,998
BYSL,MRTO4,954
BYSL,WDR36,999
BYSL,TWISTNB,731
BYSL,WDR74,822
BYSL,CEBPZ,912
BYSL,NOM1,748
BYSL,UTP3,999
BYSL,BRIX1,947
BYSL,PWP1,891
BYSL,MPHOSPH10,998
BYSL,LTV1,999
BYSL,SRFBP1,971
BYSL,NOL10,999
GZMK,GNLY,828
GZMK,CCL5,851
GZMK,NKG7,933
GZMK,CD247,784
GZMK,CD8A,915
GZMK,PRF1,893
GZMK,CD2,889
GZMK,GZMH,878
GZMK,IL7R,767
GZMK,ICOS,710
GZMK,KLRG1,727
GZMK,LAG3,701
GZMK,TIGIT,752
GZMK,CD3G,729
GZMK,GZMA,971
GZMK,KLRB1,931
GZMK,CD69,743
GZMK,CXCR6,776
GZMK,SH2D1A,737
GZMK,CD3E,726
GZMK,KLRD1,710
GZMK,CD27,712
GZMK,EOMES,900
GZMK,CD8B,720
GZMK,CCL4,704
SPARC,FSTL1,779
SPARC,FST,709
SPARC,COL1A1,968
SPARC,THBS1,847
SPARC,SPP1,984
NR3C1,FOS,961
NR3C1,HSPA1L,985
NR3C1,PTK6,740
NR3C1,BCL2A1,700
NR3C1,NCOR2,907
NR3C1,STAT5B,835
NR3C1,CRY1,914
NR3C1,SMARCA2,720
NR3C1,CRY2,852
NR3C1,NCOR1,995
NR3C1,TSC22D3,788
NR3C1,HSPA1A,746
NR3C1,HDAC6,824
NR3C1,BCL2,767
NR3C1,HSPA1B,935
NR3C1,TNF,745
NR3C1,CRHR1,843
NR3C1,ADRB2,727
NR3C1,STAT1,701
NR3C1,POU2F1,803
NR3C1,PRKACB,708
NR3C1,JUN,961
NR3C1,STAT3,981
NR3C1,SMAD3,942
ZMYND10,RSPH1,844
EHHADH,ACAT2,980
EHHADH,ACACB,762
EHHADH,ECI2,972
EHHADH,ALDH9A1,946
EHHADH,ALDH6A1,953
CRBN,CUL4B,999
CRBN,DDB1,999
CRBN,DET1,965
CRBN,DCAF15,965
CRBN,DCAF12,909
CRBN,DCAF16,956
CRBN,JUN,710
CRBN,GSPT1,990
CRBN,GLUL,812
CRBN,IKZF3,999
HES1,TLE2,820
HES1,FANCL,999
NKTR,IL2RB,741
NKTR,AHSA1,808
NKTR,PNISR,875
NKTR,CLK1,788
NKTR,SRSF11,803
NCK2,PDGFRB,842
NCK2,EPHA4,778
NCK2,ARHGEF7,860
NCK2,RAC2,915
NCK2,ABI1,901
NCK2,LIMS1,999
NCK2,NCKAP1,774
NCK2,CHN1,837
IGFBP2,NIPA1,905
IGFBP2,PTPRB,806
IGFBP2,IGFBP3,836
HSPE1,CCT2,894
HSPE1,HSP90B1,839
HSPE1,HSPA14,744
HSPE1,HSPA5,725
HSPE1,HSPH1,870
HSPE1,HSPA1L,768
HSPE1,TCP1,917
HSPE1,DNAJB1,834
HSPE1,CCT4,893
HSPE1,CLPX,826
HSPE1,GRPEL1,995
HSPE1,TXN,810
HSPE1,AHSA1,831
HSPE1,HSPD1,999
HSPE1,HSPA1A,814
HSPE1,CCT6A,880
HSPE1,CUTA,787
HSPE1,HSPA1B,845
HSPE1,NDUFAB1,744
ID2,EGR2,758
ID2,IL7R,750
CEBPZ,PWP1,907
CEBPZ,NOL10,931
CEBPZ,LTV1,859
CEBPZ,MPHOSPH10,977
CEBPZ,WDR36,926
CEBPZ,WDR74,935
CEBPZ,TWISTNB,832
CEBPZ,DDX24,924
CEBPZ,NFYB,903
CEBPZ,BRIX1,954
CEBPZ,UTP3,865
CEBPZ,SURF6,902
CEBPZ,DDX55,767
CEBPZ,NGDN,856
CEBPZ,BYSL,912
CEBPZ,MRTO4,867
CEBPZ,NOP58,946
RMDN2,RMDN3,877
PLEK,OSBP2,724
PLEK,RGS18,789
PLEK,TYROBP,710
PLEK,RGS1,751
PLEK,RAC2,732
PLEK,ARHGAP9,796
PLEK,PLCD1,893
PLEK,ARHGAP12,712
CLCN6,PPT1,762
CLCN6,BRAF,745
BCL9,TCF7L1,803
BCL9,TLE3,913
BCL9,LEF1,910
RGS2,FBXO44,703
AKR7A2,AKR1C3,704
AKR7A2,AKR1B1,919
CTSD,MFSD8,789
CTSD,PPT1,842
CTSD,CTSC,713
CTSD,CTSB,977
CTSD,CTSL,897
CTSD,APOE,763
CTSD,CTSA,824
CTSD,IDE,809
CTSD,BID,917
CTSD,BCL2,949
CTSD,SNCA,711
APOA1,LIPC,940
APOA1,APOD,960
APOA1,SNCA,883
APOA1,APOE,999
APOA1,PLA2G7,924
APOA1,ABCG1,997
APOA1,LYZ,838
APOA1,B2M,913
APOA1,APOO,872
APOA1,CLU,998
APOA1,HBA2,705
APOA1,HBB,839
ATIC,NT5C3B,906
ATIC,AMT,964
ATIC,GLUL,769
ATIC,EML4,807
ATIC,TCP1,711
DDX55,WDR74,797
DDX55,CEBPZ,767
DDX55,BRIX1,931
DDX55,DDX24,812
DDX55,BYSL,727
DDX55,SURF6,716
DDX55,MRTO4,903
DDX55,DIMT1,797
IRF2BPL,VGLL4,851
TGFB3,TMEM43,855
TGFB3,LTBP1,984
TGFB3,TGFBR3,993
TGFB3,LRRC32,819
TGFB3,COL1A1,719
TGFB3,THBS1,890
TGFB3,SMAD3,865
DUSP1,TSC22D3,740
DUSP1,FOS,961
DUSP1,JUN,911
DUSP1,IL6,745
DUSP1,NR4A1,794
DUSP1,ATF2,739
DUSP1,KLF6,772
PANK3,VNN2,907
PANK3,PANK1,907
NFYB,CEBPZ,903
NFYB,MYC,788
FZD3,CELSR1,881
FZD3,DAAM1,720
FZD3,DVL2,882
FZD3,WNT7A,945
KALRN,DAPK2,859
KALRN,MYLK,819
TNFSF10,CYCS,744
TNFSF10,TNFRSF25,960
TNFSF10,FASLG,971
TNFSF10,CASP8,994
TNFSF10,CASP3,835
TNFSF10,TNFRSF10A,999
TNFSF10,TNF,946
TNFSF10,PRF1,776
TNFSF10,MX1,704
GSTM2,MGST2,801
GSTM2,GSR,941
GSTM2,PRDX6,933
GSTM2,HPGDS,790
GSTM2,CYP1B1,947
GSTM2,GSS,927
ZC3HAV1,PARP1,894
ZC3HAV1,EXOSC5,868
ZC3HAV1,AGO2,715
EGR2,NR4A1,789
EGR2,JUN,888
EGR2,PRX,963
EGR2,ID2,758
EGR2,HOXB2,783
EGR2,MBP,910
EGR2,FOS,963
EGR2,MAFB,729
EGR2,EGR4,761
FAM149B1,DNAJC9,967
BHLHE41,CRY1,978
BHLHE41,CRY2,948
BHLHE41,BHLHE40,971
BHLHE41,RORA,909
BHLHE41,RORB,856
ZC3H13,ZCCHC4,946
ZC3H13,METTL16,997
ZC3H13,MED16,994
ZC3H13,MED17,995
ZC3H13,THRAP3,755
ZC3H13,YTHDF2,858
ZC3H13,MED30,995
ZC3H13,MED24,994
ZC3H13,MED6,994
ZC3H13,POLR2B,994
ZC3H13,BCLAF1,754
TNFAIP6,CXCL11,734
TNFAIP6,CCL2,732
TNFAIP6,IL6,704
TNFAIP6,PTX3,975
TNFAIP6,IL1B,752
TNFAIP6,THBS1,867
TNFAIP6,VCAN,799
TNFAIP6,CCL5,765
PLA2G12A,PAFAH2,700
PLA2G12A,PLA2G7,754
PLA2G12A,CHPT1,759
ACTR5,MRPL10,820
ACTR5,YY1,984
ACTR5,ING3,904
ACTR5,RUVBL1,999
ACTR5,ACTB,876
ACTR5,INO80E,999
SNAI1,CCND1,705
SNAI1,MMP9,787
SNAI1,MTA1,752
SNAI1,ACTB,726
SNAI1,CASP3,734
SNAI1,PARP1,842
SNAI1,MYC,727
SNAI1,LEF1,733
SNAI1,SUV39H1,866
SNAI1,EGF,702
SNAI1,IL6,718
SNAI1,STAT3,806
SNAI1,EZH2,998
SNAI1,JUN,823
SNAI1,EOMES,821
SNAI1,SMAD3,994
MOCS3,ELP3,777
MOCS3,ELP4,760
MOCS3,MOCS1,904
MPHOSPH10,SURF6,739
MPHOSPH10,NGDN,998
MPHOSPH10,RPS18,976
MPHOSPH10,BYSL,998
MPHOSPH10,IMP3,999
MPHOSPH10,MCC,826
MPHOSPH10,NOP58,999
MPHOSPH10,EXOSC5,721
MPHOSPH10,RPS6,996
MPHOSPH10,DIMT1,951
MPHOSPH10,CD74,829
MPHOSPH10,PNO1,950
MPHOSPH10,RPS4X,952
MPHOSPH10,PWP1,730
MPHOSPH10,NOL10,999
MPHOSPH10,SRFBP1,780
MPHOSPH10,LTV1,987
MPHOSPH10,LYAR,781
MPHOSPH10,NOL8,848
MPHOSPH10,WDR36,999
MPHOSPH10,CEBPZ,977
MPHOSPH10,TWISTNB,825
MPHOSPH10,BRIX1,777
MPHOSPH10,UTP3,999
MPHOSPH10,NOM1,968
LYPD3,PLAUR,704
ATXN1,ATXN1L,970
ATXN1,HTT,894
ATXN1,UBQLN4,992
ATXN1,PPP2R2B,707
ATXN1,RBM17,975
ATXN1,RORA,798
ATXN1,GFI1,847
ATXN1,RBFOX2,907
ATXN1,NCOR2,979
RAP2A,SGSM1,752
RAP2A,RAPGEF3,894
IRF1,STAT3,900
IRF1,JUN,919
IRF1,CXCL10,875
IRF1,CXCL9,818
IRF1,ISG15,740
IRF1,CCL4,704
IRF1,SOCS3,789
IRF1,CCL2,786
IRF1,IRF8,983
IRF1,IRF9,894
IRF1,XAF1,787
IRF1,STAT1,999
IRF1,MX1,766
IRF1,IL1B,711
IRF1,TNF,751
IRF1,GBP5,797
IRF1,STAT2,961
IRF1,JAK1,789
IRF1,REL,713
IRF1,SOCS1,821
IRF1,BIRC3,732
IRF1,IFITM3,713
IRF1,IFIT3,723
IRF1,CCL5,728
IRF1,FOS,726
IRF1,IFIT1,716
IRF1,CSF2,731
IRF1,IFNG,917
IRF1,RSAD2,718
IRF1,TLR9,701
IRF1,IFNB1,934
IRF1,STAT4,725
ALKBH7,ALKBH4,865
ALKBH7,ALKBH1,946
TNFSF9,CD247,706
TNFSF9,IL2,732
TNFSF9,TNFRSF9,999
TNFSF9,TNFRSF18,756
TNFSF9,CD19,722
TNFSF9,CD70,933
TNFSF9,TNFSF4,907
TNFSF9,TNF,839
TNFSF9,TNFSF14,742
TNFSF9,CD40LG,859
TNFSF9,ICOS,893
TNFSF9,CD27,983
TNFSF9,TNFRSF4,997
DSTN,ACTB,910
DSTN,CFL2,921
S1PR4,S1PR1,948
LRFN3,FLOT2,706
SBDS,TPST1,808
SBDS,MRTO4,820
CFP,CFD,845
CFP,FCN1,809
CFP,CD55,708
CFP,CLU,717
CFP,NCR1,974
L3HYPDH,CRYM,940
L3HYPDH,TMEM109,859
OMG,MBP,703
YEATS4,ATF2,728
YEATS4,MORF4L2,992
YEATS4,KAT6B,750
YEATS4,MYC,905
YEATS4,MRGBP,998
YEATS4,ACTB,942
YEATS4,RUVBL1,999
YEATS4,ACTR6,886
YEATS4,TADA3,784
YEATS4,ING3,998
YEATS4,SMARCA2,718
YEATS4,MLLT10,864
KLF2,MYC,779
KLF2,EOMES,709
KLF2,JUN,720
KLF2,CD8A,732
KLF2,GZMB,783
KLF2,S1PR1,856
ZNF10,TRIM28,995
TUBA4A,ACTB,825
TUBA4A,GZMB,908
TUBA4A,TCP1,761
TUBA4A,TBCB,808
TUBA4A,TUBB1,964
TUBA4A,CCT4,704
HSPB1,HNRNPD,911
HSPB1,HSPBAP1,911
HSPB1,CYCS,993
HSPB1,STAT3,797
HSPB1,BAG3,980
HSPB1,HSPA1B,939
HSPB1,SNCA,853
HSPB1,HSPA1A,977
HSPB1,CASP3,867
HSPB1,HSPH1,872
HSPB1,HSPA5,801
HSPB1,DNAJB1,892
HSPB1,HSPA6,744
GNG11,GNG3,809
GNG11,PREX1,901
GNG11,GNAO1,730
GNG11,GNAS,950
GNG11,GNAL,798
GNG11,GNG2,837
FGL2,THBS1,778
FGL2,MS4A6A,705
SDF2L1,HSPA5,804
SDF2L1,CCT2,727
SDF2L1,HSP90B1,964
SDF2L1,CCT4,723
SDF2L1,TCP1,740
SDF2L1,MANF,892
SDF2L1,CDC37,746
SDF2L1,BAG3,729
SDF2L1,DNAJC9,745
SDF2L1,CCT6A,722
RAC2,IQGAP2,935
RAC2,MAP3K1,929
RAC2,BBIP1,760
RAC2,PLEK,732
RAC2,PARD6G,932
RAC2,ABLIM3,908
RAC2,ARHGAP9,700
RAC2,BBS1,721
RAC2,ARHGEF7,947
RAC2,NCKAP1,938
RAC2,PIK3R1,934
RAC2,BBS7,740
RAC2,ABI1,700
RAC2,S100A8,740
RAC2,ABLIM1,917
RAC2,NCK2,915
RAC2,ARHGEF4,941
RAC2,PARD3,928
RAC2,PREX1,975
RAC2,PRKCI,927
RAC2,FYN,956
RAC2,DEF6,760
MBD4,SMUG1,862
PARP2,CASP3,927
PARP2,RNF146,886
PARP2,DDB1,753
PARP2,PARP1,965
PARP2,FEN1,848
PARP2,XPC,861
PARP2,GZMB,905
LMAN1,MCFD2,999
LMAN1,SEC24C,918
LMAN1,SCFD1,701
LMAN1,CTSC,811
CDADC1,TK1,795
CERS4,DEGS1,970
CERS4,DEGS2,972
CERS4,GBA2,925
HBA2,APOA1,705
HBA2,AHSP,995
HBA2,HBA1,999
HBA2,HBB,999
HBA2,HBD,997
HBA2,SLC25A37,708
HBA2,RPS4X,908
HBA2,RPS6,938
HBA2,HBG1,850
HBA2,HBG2,994
HBA2,RPS18,912
MED17,TAF3,803
MED17,CDK7,939
MED17,MED30,999
MED17,TAF7,829
MED17,THRAP3,906
MED17,INTS3,722
MED17,POLR2K,969
MED17,POLR2C,996
MED17,POLR2B,982
MED17,MED6,999
MED17,MED11,999
MED17,MED24,998
MED17,MED10,999
MED17,MED16,999
MED17,ZC3H13,995
MED17,CDK8,999
MED17,RPAP2,865
MED17,GPN1,790
KRT1,PRSS1,786
KRT1,PLAUR,700
KRT1,DSP,816
APOE,ABCG1,928
APOE,LSR,769
APOE,CCL2,746
APOE,ACHE,769
APOE,PRMT1,887
APOE,IL6,835
APOE,PLA2G7,970
APOE,STAT1,733
APOE,APOD,936
APOE,CX3CR1,764
APOE,NOS3,777
APOE,SNCA,996
APOE,TNF,806
APOE,IL1B,846
APOE,LDLRAP1,731
APOE,LIPC,943
APOE,C1QB,705
APOE,CLU,999
APOE,PRNP,717
APOE,HSP90B1,724
APOE,B2M,803
APOE,MMP9,769
APOE,CTSD,763
APOE,APOA1,999
APOE,IFNG,838
GADD45G,PCNA,960
GADD45G,SESN1,746
GADD45G,GADD45B,955
GADD45G,GADD45A,959
MRPL34,OXA1L,838
MRPL34,MRPL1,895
MRPL34,SOD2,777
MRPL34,MALSU1,817
MRPL34,MRPL10,989
MRPL34,MRPL48,911
MRPL34,PEBP1,799
MRPL34,RPL3,820
MRPL34,MRPS23,878
MRPL34,MRPS6,989
MRPL34,MRPL17,996
MRPL34,NDUFAB1,942
MRPL34,MRPL18,903
MRPL34,CD74,772
MRPL34,RPS18,877
MRPL34,MRPL49,993
MRPL34,PTCD3,823
MRPL34,MRPS16,993
MRPL34,MRPL35,920
MRPL34,IMP3,783
MRPL34,MRPS30,968
LAMA5,ITGA10,736
LAMA5,ITGB3,797
LAMA5,ITGB5,843
LAMA5,ITGA4,739
LAMA5,ITGA2B,708
TRIM28,ZNF354A,835
TRIM28,ZFP90,825
TRIM28,EZH2,887
TRIM28,ZNF649,748
TRIM28,ZNF133,784
TRIM28,ZNF33A,708
TRIM28,ZNF658,734
TRIM28,ZNF263,764
TRIM28,ZNF10,995
TRIM28,HDAC6,903
TRIM28,TRAT1,817
TRIM28,MYC,722
TRIM28,ZNF738,721
TRIM28,CBX1,987
TRIM28,ZNF268,747
TRIM28,SUV39H1,885
TRIM28,RBBP7,840
TRIM28,RUVBL1,801
TRIM28,NCL,849
TRIM28,ZKSCAN7,972
TRIM28,NCOR1,893
TRIM28,YY1,832
TRIM28,ZNF382,968
TRIM28,ZWINT,801
TRIM28,ZNF273,738
TRIM28,ZNF445,868
TRIM28,ZNF19,733
F12,F13A1,707
F12,GP1BA,841
FUS,HNRNPDL,918
FUS,PARP1,712
FUS,ATF1,829
FUS,SRSF1,868
FUS,SETX,887
FUS,MATR3,910
FUS,NONO,956
FUS,SRSF2,950
FUS,PRMT1,961
FUS,HTT,782
FUS,HNRNPD,938
FUS,HTATSF1,756
FUS,NCL,774
FUS,FMR1,824
LGALS3,CCL5,753
LGALS3,IFNG,844
LGALS3,TIMP1,743
LGALS3,MMP9,824
LGALS3,LAG3,990
LGALS3,KRAS,959
LGALS3,BCL2,915
LGALS3,CTLA4,844
LGALS3,CD7,704
LGALS3,DDOST,772
LGALS3,EGF,773
LGALS3,NCR3,899
LGALS3,IL6,768
LGALS3,CCL2,761
DNAJB1,HSPA5,950
DNAJB1,HSPH1,990
DNAJB1,HSPB1,892
DNAJB1,NUDC,967
DNAJB1,SERPINH1,702
DNAJB1,HSP90B1,835
DNAJB1,HSPA14,876
DNAJB1,HSPA2,967
DNAJB1,BAG5,850
DNAJB1,HSPA1L,969
DNAJB1,HSPA6,984
DNAJB1,AHSA1,897
DNAJB1,DNAJB6,742
DNAJB1,HTT,930
DNAJB1,CDC37,952
DNAJB1,GRPEL1,963
DNAJB1,HSPE1,834
DNAJB1,SNCA,813
DNAJB1,HSPA1B,998
DNAJB1,BAG3,891
DNAJB1,HSPA1A,989
DNAJB1,HSPD1,736
DCAF15,DCAF16,959
DCAF15,DCAF12,914
DCAF15,CRBN,965
DCAF15,DET1,900
DCAF15,DDB1,999
DCAF15,CUL4B,978
PTCD3,MRPL34,823
PTCD3,MRPL48,917
PTCD3,MRPL10,870
PTCD3,METTL17,857
PTCD3,MRPL1,866
PTCD3,PTCD1,725
PTCD3,OXA1L,864
PTCD3,MRPL35,828
PTCD3,MRPS30,975
PTCD3,MRPS16,977
PTCD3,MRPL49,837
PTCD3,NOA1,878
PTCD3,MRPL18,821
PTCD3,MRPS6,985
PTCD3,MTIF3,956
PTCD3,MRPL17,828
PTCD3,MRPS23,996
RAMP1,VIPR2,751
RAMP1,GNAS,980
RAMP1,GNG2,800
UTP3,MRTO4,722
UTP3,NOP58,999
UTP3,IMP3,999
UTP3,MCC,869
UTP3,NGDN,999
UTP3,RPS18,977
UTP3,BYSL,999
UTP3,SURF6,874
UTP3,PNO1,962
UTP3,RPS4X,922
UTP3,CD74,785
UTP3,RPS6,997
UTP3,DIMT1,970
UTP3,EXOSC5,799
UTP3,NOL10,998
UTP3,LTV1,937
UTP3,MPHOSPH10,999
UTP3,PWP1,832
UTP3,BRIX1,749
UTP3,NOM1,988
UTP3,CEBPZ,865
UTP3,TWISTNB,790
UTP3,WDR36,999
NXT1,NUP54,705
NXT1,CHTOP,758
DPH2,DNAJC24,923
DPH2,DPH7,902
AP3B1,AP3M2,996
AP3B1,HPS4,935
AP3B1,AP3M1,999
PDE6A,PDE6B,982
PDE6A,RPGR,775
PDE6A,ROM1,803
PDE6A,GNGT2,797
PDE6A,PRCD,815
USPL1,DESI2,776
SCO1,CYCS,808
SCO1,COX11,961
SCO1,COX19,708
MED10,TAF7,814
MED10,MED30,999
MED10,CDK7,837
MED10,TAF3,803
MED10,MED24,998
MED10,MED6,999
MED10,MED11,999
MED10,POLR2B,989
MED10,POLR2K,974
MED10,POLR2C,992
MED10,CDK8,995
MED10,MED16,999
MED10,MED17,999
KRAS,LCK,807
KRAS,MAP2K1,995
KRAS,ARHGEF12,919
KRAS,PEBP1,765
KRAS,ERBB2,966
KRAS,JAK1,796
KRAS,JAK2,850
KRAS,MYC,872
KRAS,BCL2,862
KRAS,PRKCQ,798
KRAS,PDGFRB,959
KRAS,MAP3K1,953
KRAS,AGO2,734
KRAS,AREG,766
KRAS,IL6,823
KRAS,EGF,854
KRAS,BRAF,999
KRAS,GNAS,792
KRAS,CCND1,835
KRAS,PIK3R1,963
KRAS,EML4,980
KRAS,LGALS3,959
KRAS,STK11,880
KRAS,SOS2,985
KRAS,TNF,717
KRAS,CDK4,743
KRAS,IL2,759
KRAS,RASSF1,987
KRAS,STAT3,817
ELP3,MOCS3,777
ELP3,ELP4,999
ELP3,NMB,704
ELP3,ELP2,999
ELP3,WDR36,708
CDK7,RAD23B,771
CDK7,PCNA,909
CDK7,CCNE1,793
CDK7,TAF7,939
CDK7,MED30,837
CDK7,TAF3,906
CDK7,CDC37,767
CDK7,MED24,839
CDK7,MED11,843
CDK7,MED6,938
CDK7,DDB1,700
CDK7,CDK4,739
CDK7,POLR2B,948
CDK7,PARP1,703
CDK7,CDK6,746
CDK7,POLR2C,943
CDK7,POLR2K,921
CDK7,MTA1,707
CDK7,CCND2,731
CDK7,MED10,837
CDK7,XPC,808
CDK7,MED17,939
CDK7,MED16,824
CDK7,CCND1,720
BHLHE40,RORA,872
BHLHE40,BHLHE41,971
BHLHE40,RORB,883
BHLHE40,CRY1,969
BHLHE40,CRY2,882
CMPK2,MX2,758
CMPK2,IFIT3,904
CMPK2,NT5C3B,904
CMPK2,NME3,941
CMPK2,ISG15,746
CMPK2,CMPK1,942
CMPK2,RRM1,954
CMPK2,MX1,811
CMPK2,IFI44,790
CMPK2,OAS1,776
CMPK2,TK1,872
CMPK2,NME1,935
CMPK2,AK3,721
CMPK2,DGUOK,783
CMPK2,IFI44L,855
CMPK2,RRM2,914
CMPK2,RSAD2,976
CMPK2,IFIT1,830
FST,GDF11,991
FST,SMAD3,700
FST,SPARC,709
FST,SPOCK2,733
PHC2,PHC1,996
PHC2,ANAPC10,900
PHC2,PCGF6,974
PHC2,UBE2C,904
PHC2,PHC3,973
PHC2,EZH2,955
PHC2,RBBP7,918
PHC2,EED,961
PHC2,ANAPC5,900
USP30,PINK1,813
SDS,CTH,914
SDS,GLO1,824
BACH2,NCOR2,851
BACH2,BATF,764
BACH2,NCOR1,890
BACH2,MAF,993
GDF11,FST,991
CDK4,CCND1,999
CDK4,FOXO3,703
CDK4,E2F5,756
CDK4,KRAS,743
CDK4,CCND2,999
CDK4,BLM,846
CDK4,CASP3,750
CDK4,ACTB,712
CDK4,BCL2,815
CDK4,TOP2A,773
CDK4,MYC,966
CDK4,PARP1,756
CDK4,CDK6,999
CDK4,TCHP,841
CDK4,TOP3A,832
CDK4,PCNA,996
CDK4,SERTAD1,874
CDK4,SMAD3,892
CDK4,CDK7,739
CDK4,CDC37,999
CDK4,CCNE1,999
CDK4,JUN,759
CDK4,MCM6,739
CDK4,CYCS,745
TMEM231,AHI1,960
TMEM231,TMEM67,993
TMEM231,TMEM218,730
TMEM231,TCTN1,995
COG3,SCFD1,761
COG3,COG5,999
TTC5,TCP11L1,754
TTC5,RPL3,874
TTC5,CAMK2D,725
SRSF1,ASF1A,897
SRSF1,SRSF7,997
SRSF1,CDC40,853
SRSF1,HNRNPH3,813
SRSF1,LSM2,880
SRSF1,SRSF11,942
SRSF1,PSIP1,969
SRSF1,CHTOP,804
SRSF1,FUS,868
SRSF1,LSM6,828
SRSF1,TLK1,822
SRSF1,NCL,823
SRSF1,NCBP2,944
SRSF1,CLK1,930
SRSF1,PCF11,758
SRSF1,TCERG1,927
SRSF1,HNRNPDL,837
SRSF1,POLR2C,717
SRSF1,RRM1,721
SRSF1,NUDT21,830
SRSF1,ASF1B,899
SRSF1,SF3B3,941
SRSF1,UPF1,896
SRSF1,NONO,809
SRSF1,SRSF2,997
SRSF1,WBP11,828
SRSF1,HNRNPD,794
SRSF1,RNPS1,955
SRSF1,LUC7L3,883
IL36G,IL1RL2,980
IL36G,IL1B,854
IL1RN,CCL3,782
IL1RN,CCL2,761
IL1RN,FPR1,750
IL1RN,IL1R2,995
IL1RN,STAT3,701
IL1RN,IL6,925
IL1RN,CXCL9,701
IL1RN,TNF,844
IL1RN,IL1B,968
IL1RN,CCL5,747
GYPC,GYPA,939
GYPC,B2M,832
STX17,PRDX5,785
STX17,STX1A,936
STX17,STX18,864
STX17,UVRAG,770
STX17,EPG5,811
STX17,SCFD1,724
STX17,GABARAPL1,708
STX17,PIK3R4,737
STX17,SNAP47,772
STX17,STX8,896
DERL1,RNF139,931
DERL1,HSP90B1,717
DERL1,HSPA5,982
DERL1,RAD23B,836
DERL1,DERL3,966
DERL1,SPATA5,726
RNF38,UBE2K,705
